,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2022-02-11,166.94735717773438,213.80252075195312,187.0626678466797,212.3000030517578,193.60873413085938,207.89999389648438,51.00416946411133,128.91835021972656,342.86102294921875,332.4425964355469,179.24266052246094,121.8893814086914,158.60362243652344,145.75997924804688,56.76660919189453,244.04537963867188,144.32533264160156,72.75501251220703,289.7320861816406,136.92007446289062,149.53140258789062,165.29327392578125,465.082275390625,221.60614013671875,47.66116714477539,43.42284393310547,131.72137451171875
2022-02-14,167.1849365234375,211.92205810546875,187.5893096923828,210.0399932861328,192.30990600585938,206.39999389648438,50.32284927368164,126.93082427978516,340.19793701171875,333.64794921875,178.955078125,119.55611419677734,156.6082000732422,144.4058074951172,57.13381576538086,242.35247802734375,142.9412384033203,72.59362030029297,289.6927795410156,138.29730224609375,149.96194458007812,164.34054565429688,461.4540100097656,222.24717712402344,47.61647033691406,42.22804641723633,130.37815856933594
2022-02-15,171.0557098388672,211.61024475097656,193.0799560546875,217.72999572753906,195.69644165039062,214.25,51.354286193847656,126.0017318725586,343.6921081542969,335.2613220214844,181.6774139404297,119.36323547363281,158.22532653808594,146.517578125,57.350372314453125,242.75416564941406,142.3351593017578,73.8656997680664,295.06439208984375,142.1945037841797,150.03846740722656,165.13931274414062,465.1794738769531,224.69317626953125,47.696922302246094,43.066184997558594,130.78695678710938
2022-02-16,170.81813049316406,210.40072631835938,193.47007751464844,218.92999267578125,195.91769409179688,211.74000549316406,51.335357666015625,126.0392837524414,340.0185241699219,332.2528076171875,181.22686767578125,118.66508483886719,158.13076782226562,146.78269958496094,57.34096145629883,242.06553649902344,140.7882080078125,73.30561065673828,294.719970703125,143.08335876464844,151.177001953125,165.78408813476562,466.9497985839844,225.67945861816406,47.7326774597168,42.69169616699219,129.9693603515625
2022-02-17,167.1849365234375,209.47467041015625,190.8661651611328,213.5800018310547,187.355224609375,200.02999877929688,52.773704528808594,125.39170837402344,329.63995361328125,330.21234130859375,176.94207763671875,114.79776763916016,157.1661376953125,143.4019775390625,58.48965835571289,239.99961853027344,135.7646484375,72.48921966552734,286.08990478515625,139.4791717529297,152.90875244140625,164.16734313964844,457.50482177734375,221.5272216796875,47.893577575683594,42.158531188964844,135.1767120361328
2022-02-18,165.62083435058594,208.6147918701172,190.05667114257812,209.02999877929688,184.67100524902344,196.83999633789062,54.13633346557617,125.21339416503906,326.7879638671875,329.1968688964844,174.583984375,114.22823333740234,155.48150634765625,144.07432556152344,58.8851203918457,239.6840057373047,134.83297729492188,72.49870300292969,283.3345947265625,139.6256866455078,152.98529052734375,164.20582580566406,455.04388427734375,219.6335906982422,48.117042541503906,41.978397369384766,134.3104248046875
2022-02-21,162.67074584960938,209.2195587158203,187.67709350585938,198.74000549316406,183.95907592773438,195.1300048828125,53.27522277832031,124.25614166259766,325.116455078125,300.06103515625,174.99618530273438,113.83322143554688,153.36859130859375,143.81866455078125,58.64030838012695,241.69252014160156,134.03836059570312,72.09998321533203,283.1279602050781,134.9763641357422,151.10047912597656,164.63890075683594,449.8885192871094,218.2823944091797,48.17961120605469,41.2398796081543,132.8114776611328
2022-02-22,162.67074584960938,209.2195587158203,187.67709350585938,198.74000549316406,183.95907592773438,195.1300048828125,53.27522277832031,124.25614166259766,325.116455078125,300.06103515625,174.99618530273438,113.83322143554688,153.36859130859375,143.81866455078125,58.64030838012695,241.69252014160156,134.03836059570312,72.09998321533203,283.1279602050781,134.9763641357422,151.10047912597656,164.63890075683594,449.8885192871094,218.2823944091797,48.17961120605469,41.2398796081543,132.8114776611328
2022-02-23,158.46337890625,208.83209228515625,184.27346801757812,196.4199981689453,179.5912322998047,190.5399932861328,51.51515579223633,127.2123794555664,322.2077941894531,292.734375,171.5453643798828,112.13381958007812,153.44471740722656,140.80722045898438,57.99063491821289,236.99639892578125,131.8736572265625,71.99556732177734,275.796875,133.6479949951172,149.21566772460938,163.7342529296875,447.07733154296875,212.98606872558594,47.741607666015625,40.94266891479492,131.44882202148438
2022-02-24,161.10658264160156,207.19737243652344,183.68832397460938,198.42999267578125,177.68630981445312,204.2899932861328,51.789573669433594,126.55543518066406,321.26348876953125,297.28033447265625,175.74771118164062,112.04196166992188,150.5132598876953,136.88673400878906,56.97374725341797,234.35662841796875,131.25253295898438,69.7836685180664,289.8883361816406,133.98008728027344,145.19728088378906,160.2313232421875,443.44915771484375,214.31756591796875,47.008644104003906,40.77156066894531,130.94268798828125
2022-02-25,163.19540405273438,214.53012084960938,188.9156494140625,201.47999572753906,179.96644592285156,208.08999633789062,53.02919006347656,131.7453155517578,330.6409606933594,300.5166015625,181.74282836914062,114.07207489013672,157.99420166015625,140.1254119873047,59.17699432373047,238.58407592773438,137.47262573242188,72.45124053955078,292.5649108886719,135.5721893310547,151.39706420898438,166.91001892089844,462.7671813964844,216.260498046875,48.37626266479492,41.60913848876953,132.7433624267578
2022-02-28,163.4626922607422,214.0103759765625,189.72511291503906,205.33999633789062,180.46670532226562,210.52999877929688,52.773704528808594,135.1426239013672,322.3022155761719,299.7383728027344,182.8898162841797,112.53800201416016,156.63316345214844,134.28250122070312,58.602657318115234,235.41029357910156,135.7737579345703,72.69805908203125,294.02130126953125,133.37451171875,149.14869689941406,165.3606414794922,462.8838806152344,213.1537322998047,47.97401809692383,41.51007080078125,131.55587768554688
2022-03-01,161.5619659423828,212.81031799316406,173.65296936035156,194.91000366210938,175.89683532714844,208.88999938964844,51.685482025146484,140.5107879638672,311.7674560546875,303.93316650390625,176.96218872070312,111.47242736816406,156.09063720703125,129.2161407470703,58.34843063354492,230.46682739257812,132.2115936279297,72.47023010253906,290.24261474609375,129.1452178955078,146.68026733398438,161.50161743164062,463.2535095214844,206.1018524169922,47.92039108276367,40.53738784790039,132.36375427246094
2022-03-02,164.88824462890625,216.0041961669922,175.84730529785156,197.80999755859375,185.3059844970703,210.38999938964844,53.13328170776367,144.658935546875,319.5379638671875,310.6904296875,179.69947814941406,113.77811431884766,158.03225708007812,131.8961181640625,58.78154373168945,231.7267303466797,134.46766662597656,72.78349304199219,295.3989562988281,132.5247344970703,147.13951110839844,167.1409912109375,472.1343994140625,205.61862182617188,48.394142150878906,41.564109802246094,132.5292510986328
2022-03-03,164.56155395507812,219.83120727539062,175.4376983642578,188.85000610351562,187.46102905273438,204.75,53.057579040527344,146.61099243164062,316.7261047363281,307.833740234375,180.7404327392578,115.67963409423828,160.35458374023438,130.95858764648438,58.819210052490234,227.6007843017578,135.4541015625,73.23918151855469,291.19708251953125,130.85450744628906,147.6848602294922,167.0640106201172,473.31134033203125,204.38577270507812,48.858951568603516,42.07746505737305,135.57574462890625
2022-03-04,161.53225708007812,220.0863800048828,168.66944885253906,180.83999633789062,188.24032592773438,203.00999450683594,53.47393798828125,148.89151000976562,313.1639099121094,307.73883056640625,180.6536865234375,116.31346130371094,161.3063507080078,127.27481079101562,58.91336441040039,226.79287719726562,134.0200653076172,73.88470458984375,285.2337951660156,128.4217529296875,148.43112182617188,166.87155151367188,485.0422668457031,197.541015625,49.26119613647461,42.97809982299805,139.01162719726562
2022-03-07,157.70111083984375,221.45652770996094,155.1915283203125,169.1699981689453,189.24087524414062,196.22999572753906,52.603370666503906,152.072998046875,305.7734069824219,306.32470703125,175.57423400878906,115.80824279785156,163.90469360351562,122.35997772216797,57.510440826416016,215.7518768310547,130.86891174316406,73.7897720336914,274.4585876464844,121.82347869873047,146.23056030273438,163.39744567871094,473.583740234375,188.0826416015625,48.8768310546875,42.320640563964844,137.8922882080078
2022-03-08,155.8597869873047,218.3760223388672,156.0887451171875,173.8000030517578,202.03652954101562,192.0800018310547,51.4773063659668,160.04078674316406,305.2794494628906,300.6020202636719,176.61517333984375,115.4499740600586,160.5830078125,121.49822235107422,55.231868743896484,214.27076721191406,132.80528259277344,73.0492935180664,271.4474182128906,118.66139221191406,140.4422149658203,162.10789489746094,460.5397033691406,189.07876586914062,47.598594665527344,42.75294494628906,135.04043579101562
2022-03-09,161.31446838378906,218.71620178222656,164.4758758544922,178.55999755859375,201.82484436035156,203.16000366210938,52.9156379699707,156.04283142089844,316.88763427734375,302.85528564453125,178.69708251953125,115.9460220336914,161.192138671875,126.36571502685547,55.51433181762695,213.96299743652344,133.90133666992188,73.84672546386719,283.8955078125,124.28070068359375,142.3365936279297,165.7840576171875,472.3192138671875,197.01828002929688,47.44663619995117,43.338348388671875,135.74124145507812
2022-03-10,156.92893981933594,214.4545135498047,165.40237426757812,178.38999938964844,203.7586212158203,200.14999389648438,51.77064514160156,160.3129425048828,313.38238525390625,303.5617980957031,177.69468688964844,114.22823333740234,161.47767639160156,124.86947631835938,54.4974479675293,213.51097106933594,131.46261596679688,73.941650390625,281.031982421875,123.38005065917969,138.67222595214844,166.2870635986328,478.0290222167969,195.2528533935547,47.580718994140625,43.29331588745117,138.82669067382812
2022-03-11,153.17698669433594,216.2499237060547,163.74447631835938,176.22999572753906,206.68336486816406,197.89999389648438,51.75171661376953,160.3880157470703,310.6275634765625,302.46380615234375,175.65135192871094,113.8699722290039,161.18264770507812,122.05693817138672,54.53511428833008,218.19476318359375,128.74989318847656,74.29289245605469,275.6000671386719,120.05152893066406,137.02658081054688,168.0670928955078,471.0827941894531,194.01014709472656,47.410888671875,42.725921630859375,138.28164672851562
2022-03-14,149.10821533203125,216.590087890625,168.51341247558594,175.52000427246094,207.27024841308594,193.1199951171875,51.3826789855957,156.4651336669922,308.708740234375,303.9627990722656,176.5766143798828,113.85161590576172,163.4097900390625,123.26908111572266,55.540809631347656,217.53114318847656,131.05160522460938,74.4940185546875,272.02801513671875,115.0979232788086,138.7774658203125,171.4046630859375,476.0095520019531,197.58047485351562,46.928192138671875,43.14921951293945,140.20883178710938
2022-03-15,153.5333709716797,218.81069946289062,171.6829833984375,179.88999938964844,208.25157165527344,196.13999938964844,52.61282730102539,148.5442657470703,312.6794128417969,313.6824645996094,181.0006561279297,115.41322326660156,167.64515686035156,125.45661163330078,56.56547164916992,223.6768035888672,131.8096923828125,75.31768798828125,282.5670471191406,116.88945007324219,143.77171325683594,174.31654357910156,485.75567626953125,203.3107147216797,47.16059494018555,43.38337707519531,141.89268493652344
2022-03-16,157.98818969726562,218.9146270751953,176.13987731933594,188.99000549316406,207.88597106933594,205.57000732421875,52.811553955078125,148.0093536376953,323.6986389160156,315.9452819824219,184.12353515625,116.69927978515625,166.10328674316406,131.06277465820312,56.41366958618164,229.03379821777344,132.90576171875,74.81965637207031,289.6915283203125,122.5577163696289,143.28375244140625,173.4458770751953,486.0971374511719,208.96205139160156,46.919254302978516,42.6718864440918,141.47418212890625
2022-03-17,159.0078582763672,222.8739471435547,182.3424835205078,190.19000244140625,213.2928466796875,210.41000366210938,53.15220260620117,150.5714111328125,326.0829162597656,321.1487731933594,184.9910125732422,117.54438018798828,168.27333068847656,132.71998596191406,57.01139450073242,228.38943481445312,134.89691162109375,75.60501861572266,290.5082702636719,124.73103332519531,143.73345947265625,175.12916564941406,494.6432800292969,210.5203857421875,46.80305480957031,42.76194381713867,141.6891326904297
2022-03-18,162.33413696289062,223.2424774169922,185.99966430664062,192.8300018310547,212.53280639648438,218.8000030517578,52.96295928955078,151.78204345703125,328.08734130859375,325.3307189941406,187.6800994873047,118.27926635742188,166.40785217285156,132.6726531982422,57.020877838134766,229.7839813232422,135.4723663330078,75.76782989501953,295.6351623535156,128.48049926757812,143.65689086914062,174.43263244628906,493.7652282714844,216.10272216796875,45.40861129760742,42.65386962890625,142.1092987060547
2022-03-21,163.72007751464844,223.3086395263672,184.4099884033203,185.89999389648438,215.22662353515625,213.72000122070312,52.99134063720703,154.51309204101562,322.0267639160156,314.474853515625,186.04159545898438,117.67300415039062,167.35011291503906,132.24649047851562,57.47629165649414,226.32164001464844,135.70985412597656,75.7199478149414,294.38543701171875,127.45258331298828,144.2022705078125,176.58995056152344,495.2676696777344,214.06112670898438,45.6767692565918,42.6718864440918,140.92698669433594
2022-03-22,167.1255645751953,223.4503631591797,186.5945587158203,191.0399932861328,214.2645263671875,218.2100067138672,53.15220260620117,153.99688720703125,325.83599853515625,314.8186340332031,187.97891235351562,118.55484771728516,166.5601348876953,135.05905151367188,57.68501663208008,229.0145721435547,136.95201110839844,75.9498062133789,299.2071838378906,130.29159545898438,145.31210327148438,176.74472045898438,492.98480224609375,215.47149658203125,45.58739471435547,42.7169189453125,140.5068359375
2022-03-23,168.50160217285156,221.2864227294922,181.41598510742188,186.0399932861328,213.74501037597656,211.11000061035156,51.553001403808594,155.65802001953125,318.80645751953125,302.7120666503906,185.38616943359375,117.85671997070312,165.9319610595703,132.36959838867188,57.305511474609375,227.09103393554688,134.8877716064453,76.36164093017578,294.7101135253906,130.2034912109375,144.29794311523438,175.69992065429688,490.94580078125,211.73350524902344,45.560569763183594,42.095481872558594,138.69920349121094
2022-03-24,172.3228759765625,223.82830810546875,184.2149200439453,189.0500030517578,213.78350830078125,213.97999572753906,51.571929931640625,156.0709686279297,319.3954162597656,301.49945068359375,187.6512451171875,118.7293930053711,166.78857421875,133.2313690185547,57.855796813964844,231.07273864746094,136.0751953125,77.0129165649414,299.24658203125,129.30284118652344,144.5467071533203,178.2151641845703,500.92608642578125,214.327392578125,45.58739471435547,42.34765625,139.55906677246094
2022-03-25,172.96633911132812,225.64260864257812,185.57054138183594,188.9499969482422,214.889892578125,211.02999877929688,52.01668930053711,158.8958282470703,320.59234619140625,296.6300964355469,190.63914489746094,120.6584701538086,168.38754272460938,134.3961639404297,58.377620697021484,232.34225463867188,137.427001953125,77.90362548828125,298.833251953125,130.88876342773438,146.22103881835938,181.630126953125,500.5066223144531,215.43202209472656,45.83767318725586,42.43771743774414,140.16485595703125
2022-03-28,173.8375244140625,227.23011779785156,185.0048828125,188.16000366210938,213.43716430664062,215.27999877929688,52.17753982543945,156.117919921875,318.5119934082031,300.06732177734375,189.9837188720703,120.76869201660156,169.25364685058594,133.4018096923828,58.74763488769531,233.6502685546875,136.52273559570312,77.77912139892578,305.7412109375,131.97543334960938,147.22560119628906,180.67237854003906,500.6724548339844,217.73992919921875,45.73934555053711,42.50075912475586,142.6564483642578
2022-03-29,177.16378784179688,228.2412109375,186.2141876220703,193.8000030517578,212.6578826904297,221.2899932861328,52.67906951904297,154.2127685546875,322.65374755859375,303.3421936035156,190.39817810058594,121.20043182373047,169.1680145263672,133.69537353515625,58.975337982177734,238.68026733398438,138.9066619873047,78.1239013671875,310.37603759765625,136.2144012451172,148.7373046875,177.8185272216797,498.2627258300781,224.98902893066406,45.810855865478516,43.06815719604492,143.85826110839844
2022-03-30,175.9857177734375,229.21450805664062,185.06341552734375,194.91000366210938,214.6205291748047,214.94000244140625,53.03865432739258,155.30140686035156,318.7874450683594,294.510498046875,189.434326171875,121.37496185302734,170.9287872314453,133.08929443359375,59.02278518676758,239.5074005126953,138.31295776367188,78.91883850097656,308.85076904296875,135.6269989013672,147.7135467529297,179.5018310546875,508.1064147949219,220.8762664794922,46.13264846801758,42.743934631347656,146.43780517578125
2022-03-31,172.85745239257812,228.50579833984375,182.37171936035156,191.5,214.37039184570312,212.32000732421875,52.76423645019531,152.81442260742188,313.5723571777344,285.79339599609375,187.54519653320312,119.43670654296875,168.6825714111328,129.09304809570312,58.82353973388672,237.82431030273438,135.9838409423828,78.5836410522461,303.3893737792969,131.73069763183594,146.19232177734375,176.77374267578125,497.52130126953125,218.72621154785156,45.533756256103516,40.32123947143555,145.5095977783203
2022-04-01,172.5604705810547,229.73422241210938,182.53749084472656,190.75999450683594,211.43603515625,212.25,52.669612884521484,154.11891174316406,313.68634033203125,288.23760986328125,188.94277954101562,119.55611419677734,169.59629821777344,128.13656616210938,59.648963928222656,239.71896362304688,136.7236785888672,79.99151611328125,304.48162841796875,130.7125701904297,148.38330078125,179.2115936279297,500.07733154296875,223.25320434570312,46.58851623535156,39.50166702270508,147.55172729492188
2022-04-04,176.6490020751953,231.38787841796875,183.01539611816406,191.17999267578125,212.43658447265625,218.85000610351562,52.86832809448242,154.25967407226562,311.7770080566406,291.7607421875,188.98133850097656,119.6663589477539,167.95924377441406,128.70477294921875,59.335872650146484,237.39149475097656,136.57752990722656,79.9627914428711,309.94305419921875,131.51531982421875,147.41696166992188,175.89341735839844,497.5700378417969,224.61428833007812,46.89243698120117,39.087371826171875,147.58103942871094
2022-04-05,173.30291748046875,231.09495544433594,180.81129455566406,182.64999389648438,207.82823181152344,210.13999938964844,52.325252532958984,153.31179809570312,307.7397766113281,291.0733642578125,186.62954711914062,118.39868927001953,169.0442657470703,127.20696258544922,59.26945495605469,239.00726318359375,136.00209045410156,80.18307495117188,305.9183654785156,129.51821899414062,147.93360900878906,175.4774169921875,505.12115478515625,222.98690795898438,47.1784782409668,39.16843032836914,148.001220703125
2022-04-06,170.1053466796875,236.1692657470703,179.1631622314453,178.72000122070312,208.01104736328125,200.82000732421875,51.801239013671875,154.672607421875,300.42529296875,285.03912353515625,186.61988830566406,118.85798645019531,173.44143676757812,125.44207763671875,59.8671875,241.844482421875,137.2808380126953,81.3802719116211,294.719970703125,125.66104888916016,150.04803466796875,176.62864685058594,518.76953125,216.00404357910156,47.55390167236328,39.90694808959961,151.44058227539062
2022-04-07,170.41221618652344,237.78512573242188,178.3807373046875,177.97000122070312,207.71278381347656,200.16000366210938,52.04895782470703,156.82176208496094,298.4209289550781,289.05877685546875,185.733154296875,118.08637237548828,172.9940948486328,125.06048583984375,60.189762115478516,244.63356018066406,136.96116638183594,83.1329574584961,296.56011962890625,126.65962982177734,151.99026489257812,176.15460205078125,523.8426513671875,213.18331909179688,47.65342712402344,40.62744903564453,152.955078125
2022-04-08,168.38278198242188,238.1442108154297,179.6619415283203,175.1999969482422,208.79994201660156,197.1699981689453,51.715492248535156,159.47767639160156,305.2984619140625,297.0406494140625,183.28500366210938,117.3331069946289,173.33676147460938,127.35009765625,60.559783935546875,241.844482421875,136.83326721191406,83.97578430175781,292.2303161621094,125.45545959472656,153.1766357421875,178.83432006835938,532.6326904296875,214.00192260742188,48.431514739990234,40.906646728515625,153.80514526367188
2022-04-11,164.0863800048828,237.05751037597656,173.66671752929688,175.02999877929688,207.85711669921875,195.4499969482422,50.38163757324219,155.37648010253906,304.70001220703125,292.8492431640625,182.42718505859375,116.08380889892578,171.16671752929688,126.88262176513672,60.54080581665039,240.87306213378906,137.11642456054688,82.97013854980469,280.70721435546875,122.35213470458984,152.593017578125,179.58888244628906,524.3207397460938,211.8025360107422,48.766273498535156,40.0150260925293,150.756591796875
2022-04-12,165.97718811035156,236.27320861816406,171.68130493164062,176.27999877929688,208.48245239257812,194.80999755859375,49.3717155456543,158.61427307128906,303.76904296875,292.43865966796875,184.0850067138672,115.7255630493164,171.2238311767578,125.48977661132812,61.25238037109375,239.64202880859375,135.70985412597656,82.01238250732422,277.5583190917969,122.4108657836914,152.1337432861328,178.91171264648438,520.6818237304688,208.49851989746094,48.55817794799805,39.83489990234375,149.7208709716797
2022-04-13,168.689697265625,239.5521697998047,175.6422882080078,182.8699951171875,209.992919921875,195.72000122070312,49.686126708984375,161.11065673828125,305.8493957519531,296.38189697265625,187.80543518066406,115.87252807617188,171.94715881347656,121.44480895996094,61.41367721557617,241.7194366455078,135.7828826904297,82.49126434326172,283.0295715332031,124.80933380126953,152.56431579589844,177.7218017578125,523.8914184570312,210.3428497314453,48.98341751098633,40.16812515258789,153.6195068359375
2022-04-14,163.6309814453125,240.0341033935547,177.1777801513672,181.94000244140625,219.171142578125,189.41000366210938,48.75242233276367,161.0355682373047,305.5359802246094,290.7486877441406,188.13314819335938,116.25833892822266,171.2238311767578,120.31907653808594,61.68880844116211,240.93080139160156,134.61378479003906,83.23831176757812,275.3638916015625,130.65383911132812,151.7128143310547,178.23452758789062,521.7645874023438,209.86944580078125,48.70294189453125,40.35726547241211,153.4827117919922
2022-04-15,163.6309814453125,240.0341033935547,177.1777801513672,181.94000244140625,219.171142578125,189.41000366210938,48.75242233276367,161.0355682373047,305.5359802246094,290.7486877441406,188.13314819335938,116.25833892822266,171.2238311767578,120.31907653808594,61.68880844116211,240.93080139160156,134.61378479003906,83.23831176757812,275.3638916015625,130.65383911132812,151.7128143310547,178.23452758789062,521.7645874023438,209.86944580078125,48.70294189453125,40.35726547241211,153.4827117919922
